Comment,Rating,PhoBERT_Text,SVM_Text
"Nói thiệt nha, đời tui chưa bao giờ thấy hàng nem nào cắt đồ chua xấu như chỗ mấy người luôn á🥲 tương khá là ngon, mở ra thơm mùi tôm lắm chả hỉu sao, nhưng mà hơi nhạt, với cả không cho ớt hay sa tế gì dỗi ghê 🥲 bánh tráng mềm mà giá cũng rẻ nữa, với giá này thì vậy là ổn rùi. Tui chụp sơ sơ cho mn tham khảo thôi chứ phần này tui ăn được 1 nửa rồi mới nhớ ra chụp hình review vì cái quán này nghèo nàn rv phát tội ák 🥲 nêm lại tương là ổn nha, nhớ phát huy nha sốp. Lò vé",1,nói thiệt nha đời tui chưa bao_giờ thấy hàng nem nào cắt đồ chua xấu như chỗ mấy người luôn á tương khá là ngon mở ra thơm mùi tôm lắm chả hỉu sao nhưng mà hơi nhạt với cả không cho ớt hay sa tế gì dỗi ghê bánh_tráng mềm mà giá cũng rẻ nữa với giá này thì vậy là ổn rồi tui chụp sơ_sơ cho mn tham_khảo thôi chứ phần này tui ăn được 1 nửa rồi mới nhớ ra chụp hình review vì cái quán này nghèo_nàn rv phát tội ák nêm lại tương là ổn nha nhớ phát_huy nha sốp lò vé,thiệt nha đời tui chưa hàng nem cắt đồ chua xấu chỗ mấy tương ngon thơm mùi tôm lắm chả hỉu nhưng hơi nhạt không ớt sa tế dỗi ghê bánh_tráng mềm giá rẻ giá ổn tui chụp sơ_sơ mn tham_khảo tui 1 nửa chụp hình review quán nghèo_nàn rv phát tội ák nêm tương ổn nha phát_huy nha sốp lò vé
"Quán này khá rộng rãi với 3 tầng thì phải. mà không gian sử dụng chỉ có 2 tầng thui :)
tầng 2 khá rộng rãi và thoáng mát. còn tầng 3 thì mình chưa lên :)
mấy đứa hẹn nhau học nhhóm nên ra đây ngồi :)
không gian thì miễn chê rồi, trang trí khá ổn, wifi điều hoà đầy đủ mát mẻ :)
dịch vụ tốt, nhân viên kiểu khá lễ phép, lịch sự. không nhanh nhẹn lắm. chắc tại bọn mình order nhiều đồ ^^
à quán này ngay đoạn ngã tư, trên mặt đường nguyễn khắc cần nên khá dễ tìm nhé :)
sẽ còn quay lại quán nhiều vì đồ khá ổn, quan trọng là không gian khá ok",1,quán này khá rộng_rãi với 3 tầng thì phải mà không_gian sử_dụng chỉ có 2 tầng thui tầng 2 khá rộng_rãi và thoáng mát còn tầng 3 thì mình chưa lên mấy đứa hẹn nhau học nhhóm nên ra đây ngồi không_gian thì miễn chê rồi trang_trí khá ổn wifi điều_hoà đầy_đủ mát_mẻ dịch_vụ tốt nhân_viên kiểu khá lễ_phép lịch_sự không nhanh_nhẹn lắm chắc tại bọn mình order nhiều đồ à quán này ngay đoạn ngã tư trên mặt_đường nguyễn khắc cần nên khá dễ tìm nhé sẽ còn quay lại quán nhiều vì đồ khá ổn quan_trọng là không_gian khá ok,quán rộng_rãi 3 tầng không_gian 2 tầng thui tầng 2 rộng_rãi thoáng mát tầng 3 chưa mấy đứa hẹn học nhhóm không_gian miễn chê trang_trí ổn wifi điều_hoà đầy_đủ mát_mẻ dịch_vụ nhân_viên kiểu lễ_phép lịch_sự không nhanh_nhẹn lắm bọn order đồ quán đoạn ngã tư mặt_đường nguyễn khắc quán đồ ổn không_gian ok
Đặt đồ ship đến ko hề giống hình ảnh 1 chút nào. Như đồ quán vỉa hè bán. Có đậu giò miếng cá to tướng rau cải và cua. Bánh đa sợi nhỏ trắng thế vào bánh đa nâu. Quá thất vọng,0,đặt đồ ship đến không hề giống hình_ảnh 1 chút nào như đồ quán vỉa_hè bán có đậu giò miếng cá to_tướng rau cải và cua bánh_đa sợi nhỏ trắng thế vào bánh_đa nâu quá thất_vọng,đồ ship không hề hình_ảnh 1 chút đồ quán vỉa_hè đậu giò miếng cá to_tướng rau cải cua bánh_đa sợi trắng bánh_đa nâu quá thất_vọng
"Lần đầu tìm đồ ăn Pháp để ăn vì luôn nghĩ sẽ ko hợp, không ngờ lại rất ngon.
Mình ko gọi theo set mà gọi riêng 
Khai vị: thịt dê mềm, cùng salas ăn rất hợp khẩu bị Vn
Món chính: Thịt bò úc và phi lê cá hồi
Tráng miệng: phúc bồn tử kèm kem chanh
Thật sự quá no luôn",1,lần đầu tìm đồ ăn pháp để ăn vì luôn nghĩ sẽ không hợp không ngờ lại rất ngon mình không gọi theo set mà gọi riêng khai_vị thịt dê mềm cùng salas ăn rất hợp_khẩu bị vn món chính thịt bò úc và phi_lê cá_hồi tráng_miệng phúc bồn tử kèm kem chanh thật_sự quá no luôn,đầu đồ pháp không hợp không ngờ rất ngon không gọi set gọi khai_vị thịt dê mềm salas rất hợp_khẩu vn món thịt bò úc phi_lê cá_hồi tráng_miệng phúc bồn tử kèm kem chanh quá no
"Xoi thit kho trung.
7/10

Not bad, would come again",0,xoi thit kho trung 7 10 not bad would come again,xoi thit kho trung 7 10 not bad would come again
"Bài trí khá đẹp, mang phong cách châu Âu. Mình khá thích các phòng VIP làm theo kiểu hầm rượu. Món ăn cũng tinh tế, trang trí đẹp mắt.
Nói chung đây là 1 địa điểm đáng để check in.",1,bài_trí khá đẹp mang phong_cách châu âu mình khá thích các phòng vip làm theo kiểu hầm rượu món ăn cũng tinh_tế trang_trí đẹp_mắt nói_chung đây là 1 địa_điểm đáng để check in,bài_trí đẹp phong_cách châu âu phòng vip kiểu hầm rượu món tinh_tế trang_trí đẹp_mắt 1 địa_điểm check in
"Quán nằm cuối đường Triệu Việt Vương, ngay gần Vincom Bà Triệu nên rất đông nhân viên văn phòng qua mua cafe. Quán nhỏ, không có nhiều không gian để ngồi la cà như nhiều quán khách nhưng cafe có nét rất riêng nên vẫn nhiều người đến. Menu quán chỉ có cafe thôi. Cappuccino, Bạc xỉu, Espresso, Nâu. Và chỉ có 2 mức giá thôi
Decor của quán mang tính dòng thời gian. Bức tường hơi cổ, các loại máy xay cafe từ xay tay đến động cơ; những lọ đựng hạt cafe xinh xắn, vài quyển sách về Hà Nội.. Pha trộn giữa sự nhộn nhịp và chút yên tĩnh còn sót lại giữa lòng Hà Nội.
2 chị chủ quán hay cười. Phục vụ nhanh nhẹn",1,quán nằm cuối đường triệu việt vương ngay gần vincom bà triệu nên rất đông nhân_viên văn_phòng qua mua cafe quán nhỏ không có nhiều không_gian để ngồi la_cà như nhiều quán khách nhưng cafe có nét rất riêng nên vẫn nhiều người đến menu quán chỉ có cafe thôi cappuccino bạc xỉu espresso nâu và chỉ có 2 mức giá thôi decor của quán mang tính dòng thời_gian bức tường hơi cổ các loại máy_xay cafe từ xay tay đến động_cơ những lọ đựng hạt cafe xinh_xắn vài quyển sách về hà_nội pha_trộn giữa sự nhộn_nhịp và chút yên_tĩnh còn sót lại giữa lòng hà_nội 2 chị chủ quán hay cười phục_vụ nhanh_nhẹn,quán nằm đường triệu việt vương vincom triệu rất đông nhân_viên văn_phòng mua cafe quán không không_gian la_cà quán nhưng cafe nét rất menu quán cafe cappuccino bạc xỉu espresso nâu 2 giá decor quán dòng tường hơi cổ máy_xay cafe xay động_cơ lọ đựng hạt cafe xinh_xắn quyển sách hà_nội pha_trộn nhộn_nhịp chút yên_tĩnh sót hà_nội 2 chủ quán cười phục_vụ nhanh_nhẹn
"Quán hơi bị ngon nha. Giao hàng nhanh. Bánh xèo chuẩn vị, giòn, ít dầu so với quán khác. Ngon nhất vẫn là nem lụi",1,quán hơi bị ngon nha giao hàng nhanh bánh_xèo chuẩn vị giòn ít dầu so với quán khác ngon nhất vẫn là nem_lụi,quán hơi ngon nha giao hàng bánh_xèo chuẩn vị giòn dầu quán ngon nem_lụi
"Ban đầu nv tư vấn lẩu 135k/ nồi. Mình ok sau đó thấy hoá đơn tận 485k. Thắc mắc thì ng ta bảo 135k là chỉ có nước lẩu. Còn combo lẩu này 485k. Hai anh chị bên cạnh cũng bị order kiểu này và thắc mắc y hệt. Nv hỏi vậy có muốn đổi lại set lẩu 89k ko. Sau 1 hồi quay lại giải thích vs khách là bh ko gọi theo combo cũng lên đến hơn 400k, mà đồ bọn e đã set up hết r bla bla... Thôi thí cho nhà hàng lừa đảo bữa ăn. Ko bh quay lại nhé!",0,ban_đầu nhân_viên tư_vấn lẩu 135k nồi mình ok sau đó thấy hoá_đơn tận 485k thắc_mắc thì ng ta bảo 135k là chỉ có nước lẩu còn combo lẩu này 485k hai anh_chị bên cạnh cũng bị order kiểu này và thắc_mắc y_hệt nhân_viên hỏi vậy có muốn đổi lại set lẩu 89k không sau 1 hồi quay lại giải_thích với khách là bh không gọi theo combo cũng lên đến hơn 400k mà đồ bọn e đã set up hết rồi bla bla thôi_thí cho nhà_hàng lừa_đảo bữa ăn_không bh quay lại nhé,ban_đầu nhân_viên tư_vấn lẩu 135k nồi ok hoá_đơn tận 485k thắc_mắc ng ta bảo 135k lẩu combo lẩu 485k hai anh_chị cạnh order kiểu thắc_mắc y_hệt nhân_viên đổi set lẩu 89k không 1 hồi giải_thích bh không gọi combo 400k đồ bọn e set up bla bla thôi_thí nhà_hàng lừa_đảo bữa ăn_không bh
"Mình hay mua cháo tràng trứng ở đây, mà chất lượng càng ngày càng đi xuống. Mang tiếng cháo tràng trứng mà không có lấy 1 quả trứng. Đã ghi chú không hành mà vẫn bỏ 1 đống hành, cọng nào cọng nấy to như ngón tay",0,mình hay mua cháo tràng trứng ở đây mà chất_lượng càng ngày_càng đi xuống mang_tiếng cháo tràng trứng mà không có lấy 1 quả trứng đã ghi_chú không hành mà vẫn bỏ 1 đống hành cọng nào cọng nấy to như ngón tay,mua cháo tràng trứng chất_lượng đi mang_tiếng cháo tràng trứng không 1 trứng ghi_chú không hành 1 đống hành cọng cọng to ngón
"Mình gọi 2 cốc sinh tố bơ. Nhân viên mang ra để ""oạch"" xuống bàn. Chất lượng sinh tố bơ: cực kỳ kém. Bơ xay pha đường cho thêm cả nước vào. K có vị sữa. Uống nhờ nhợ như bột pha vào ấy. Dở tệ. Quán có cái quạt siêu to khổng lồ át đi cả tiếng xe cộ ;)). Chỉ đươcj cái địa điểm đẹp. Đến bàn ghế ngồi cũng tệ",0,mình gọi 2 cốc sinh_tố bơ nhân_viên mang ra để oạch xuống bàn chất_lượng sinh_tố bơ cực_kỳ kém bơ xay pha đường cho thêm cả nước vào không có vị sữa uống nhờ nhợ như bột pha vào ấy dở_tệ quán có cái quạt siêu to khổng_lồ át đi cả tiếng xe_cộ chỉ đươcj cái địa_điểm đẹp đến bàn ghế_ngồi cũng tệ,gọi 2 cốc sinh_tố bơ nhân_viên oạch bàn chất_lượng sinh_tố bơ cực_kỳ kém bơ xay pha đường không vị sữa uống nhợ bột pha dở_tệ quán quạt siêu to khổng_lồ át đi tiếng xe_cộ đươcj địa_điểm đẹp bàn ghế_ngồi tệ
"Quán ăn có dimsum là chủ đạo, mình thấy quán có dimsum tươi, so với chi phí bỏ ra là vừa phải, đặc biệt có bánh bao kim sa ăn cũng ngon. Tuy nhiên, quán hơi khó tìm, sẽ còn ghé thăm quán thêm nữa",1,quán ăn có dimsum là chủ_đạo mình thấy quán có dimsum tươi so với chi_phí bỏ ra là vừa phải đặc_biệt có bánh_bao kim sa ăn cũng ngon tuy_nhiên quán hơi khó tìm sẽ còn ghé thăm quán thêm nữa,quán dimsum chủ_đạo quán dimsum tươi chi_phí bánh_bao kim sa ngon tuy_nhiên quán hơi ghé thăm quán
"Thấy món xôi cẩm thịt nướng thấy lạ lạ nên gọi ăn thử, xôi nhiều, màu sắc đẹp, thịt cũng nhiều lắm, ăn cùng nhau hương vị mặn mặn ngọt ngọt ăn đã lắm, mà ăn xôi lại no lâu nhưng ko hề nặng bụng",1,thấy món xôi cẩm thịt nướng thấy lạ lạ nên gọi ăn thử xôi nhiều màu_sắc_đẹp thịt cũng nhiều lắm ăn cùng nhau hương_vị mặn mặn ngọt ngọt ăn đã lắm mà ăn xôi lại no lâu nhưng không hề nặng bụng,món xôi cẩm thịt nướng lạ lạ gọi thử xôi màu_sắc_đẹp thịt lắm hương_vị mặn mặn lắm xôi no nhưng không hề bụng
"Được cái nhiều bún, nhưng ít tý teo thịt. Canh măng tiết rất nhiều tiết, măng hơi ít xíu.
Dành cho ai muốn ăn no ăn nhiều thì ok. Chứ mùi vị, chất lượng kém. Mình gắp dc 2-3 gắp là bỏ lại hết. K đúng vị bún măng, canh cũng thế. Như kiểu nước tiết luộc chứ k phải canh. Ăn nhạt. Nói chung nên cải thiện chất lượng.",0,được cái nhiều bún nhưng ít tý teo thịt canh măng tiết rất nhiều tiết măng hơi ít xíu dành cho ai muốn ăn no ăn nhiều thì ok chứ mùi_vị chất_lượng kém mình gắp được 2 3 gắp là bỏ lại hết không đúng vị bún măng canh cũng thế như kiểu nước tiết luộc chứ không phải canh ăn nhạt nói_chung nên cải_thiện chất_lượng,bún nhưng tý teo thịt canh măng tiết rất tiết măng hơi xíu no ok mùi_vị chất_lượng kém gắp 2 3 gắp không vị bún măng canh kiểu tiết luộc không canh nhạt cải_thiện chất_lượng
"Trước đặt bánh mì ăn thấy ổn nên nay đặt thử xôi xem sao, ai dè lại rước bệnh vào thân. 
Pate ngon, nhưng xôi khô, trứng cảm giác trứng ủng, ăn được 1/3 bỏ, ăn xong còn bị đau bụng, đi ngoài, phí tiền",0,trước đặt bánh_mì ăn thấy ổn nên nay đặt thử xôi xem sao ai dè lại rước bệnh vào thân pate ngon nhưng xôi khô trứng cảm_giác trứng ủng ăn được 1 3 bỏ ăn xong còn bị đau bụng đi ngoài phí tiền,bánh_mì ổn thử xôi dè rước bệnh thân pate ngon nhưng xôi khô trứng cảm_giác trứng ủng 1 3 xong đau bụng đi phí tiền
"Ăn 2 lần rồi rất chet rất ngon, nay gọi lần thứ 3 ăn vừa miệng k bị quá ngọt như nhiều quán khác, nhưng lem xôi thì xôi hơi rắn chút mềm thêm tí nữa thì tuyệt vời, sẽ ủng hộ quán lâu dài, mỗi lần gọi 1 món để ăn thử.hic, nhưng chè j thì ghi cho t tên vào hay lấy bị nhầm của nhau quá vì kpit loại nào, toàn đoán thôi.hee",1,ăn 2 lần rồi rất chet rất ngon nay gọi lần thứ 3 ăn vừa_miệng không bị quá ngọt như nhiều quán khác nhưng lem xôi thì xôi hơi rắn chút mềm thêm tí nữa thì tuyệt_vời sẽ ủng_hộ quán lâu_dài mỗi lần gọi 1 món để ăn thử hic nhưng chè j thì ghi cho t tên vào hay lấy bị nhầm của nhau quá vì kpit loại nào toàn đoán thôi hee,2 rất chet rất ngon gọi 3 vừa_miệng không quá quán nhưng lem xôi xôi hơi rắn chút mềm tí tuyệt_vời ủng_hộ quán lâu_dài gọi 1 món thử hic nhưng chè j ghi t nhầm quá kpit toàn đoán hee
"Lần đầu tiên ăn là từ 8/9/2017, biết đến quan qua hội review đồ ăn. Nay có cơ hội ghé lại thử. Quán không còn đông khách như trước, có lẽ do dịch và hôm đó mình đi lớp quán mới dọn ra buổi tối. Mình chưa ăn bánh cuốn thanh hoá chính hiệu nên mình k thể so sánh. Nhưng về bánh cuốn thì mình khá khen vì bánh và nhân ngon. Ăn cùng chả nướng rất hợp. Điểm trừ duy nhất là mình thấy nước mắm hơi nhạt so với mình. Tuỳ khẩu vị mỗi người có thể thêm vào cho vừa hơn. Đánh giá 8/10 sẽ quay lại khi có dịp.",1,lần đầu_tiên ăn là từ 8 9 2017 biết đến quan qua hội review đồ ăn nay có cơ_hội ghé lại thử quán không còn đông khách như trước có_lẽ do dịch và hôm đó mình đi lớp quán mới dọn ra buổi tối mình chưa ăn bánh_cuốn thanh hoá chính_hiệu nên mình không_thể so_sánh nhưng về bánh_cuốn thì mình khá khen vì bánh và nhân ngon_ăn cùng chả nướng rất hợp điểm trừ duy_nhất là mình thấy nước_mắm hơi nhạt so với mình tuỳ khẩu_vị mỗi người có_thể thêm vào cho vừa hơn đánh_giá 8 10 sẽ quay lại khi có dịp,8 9 2017 quan hội review đồ ghé thử quán không đông có_lẽ dịch hôm đi lớp quán dọn tối chưa bánh_cuốn hoá chính_hiệu so_sánh nhưng bánh_cuốn khen bánh nhân ngon_ăn chả nướng rất hợp trừ duy_nhất nước_mắm hơi nhạt tuỳ khẩu_vị 8 10 dịp
"Tìm mãi mới thấy quán này, đặt thử 1 lần mà lại ưng ý ngay.",1,tìm mãi mới thấy quán này đặt thử 1 lần mà_lại ưng_ý ngay,mãi quán thử 1 ưng_ý
Bún riêu ở đây ngon phết nha😋 1 tô đầy ụ như này no lắm í😛,1,bún riêu ở đây ngon phết nha 1 tô đầy ụ như này no lắm í,bún riêu ngon phết nha 1 tô ụ no lắm í
Mình đặt hàng trên Now nem chua rán quán ship nem thường. Mình đặt cho cơ quan quán làm vậy mất uy tín quá. Sẽ không đặt lại.,0,mình đặt_hàng trên now nem_chua rán quán ship nem thường mình đặt cho cơ_quan quán làm vậy mất uy_tín quá sẽ không đặt lại,đặt_hàng now nem_chua rán quán ship nem cơ_quan quán uy_tín quá không
"📍có 3 hàng chè 10k gần nhau nhưng hàng ngồi bậc thang, bàn chè cạnh cây ATM là ngon nhất
🍽 đồ chè phong phú, rất ngon, lần trước mình từng ăn chè múc 1 lần và không thấy ngon, mình nghĩ là do cách mình múc nhưng thực ra không phải thế. Từng loại chè ngon thì có múc thế nào nó vẫn ngon.
Recommend nhất là chè bưởi, chè khoai, chè khoai dẻo nhé.
Chè bưởi ở đây nấu rất khéo không bị đắng, nhân dai giòn sần sật. Toàn bộ chè ở đây nấu dùng bột sắn, không phải bột năng nên ăn không bị nhớt

Giá: 10k siêu rẻ cho 1 cuộc tình",1,có 3 hàng chè 10k gần nhau nhưng hàng ngồi bậc thang bàn chè cạnh cây atm là ngon nhất đồ chè phong_phú rất ngon lần trước mình từng ăn chè múc 1 lần và không thấy ngon mình nghĩ là do cách mình múc nhưng thực_ra không phải thế từng loại chè ngon thì có múc thế_nào nó vẫn ngon recommend nhất là chè bưởi chè khoai chè khoai dẻo nhé chè bưởi ở đây nấu rất khéo không bị đắng nhân dai giòn sần_sật toàn_bộ chè ở đây nấu dùng bột sắn không phải bột năng nên ăn_không bị nhớt giá 10k siêu rẻ cho 1 cuộc tình,3 hàng chè 10k nhưng hàng bậc thang bàn chè cạnh atm ngon đồ chè phong_phú rất ngon chè múc 1 không ngon múc nhưng không chè ngon múc ngon recommend chè bưởi chè khoai chè khoai dẻo chè bưởi nấu rất khéo không đắng nhân dai giòn sần_sật toàn_bộ chè nấu bột sắn không bột năng ăn_không nhớt giá 10k siêu rẻ 1 tình
"Đồ ăn ngon giá phải chăng hợp với túi tiền, cả bàn đứng dậy hết 250k/2 người ăn quả ổn áp lại gần hồ gươm với tạ hiện chứ",1,đồ ăn ngon giá phải_chăng hợp với túi_tiền cả bàn đứng dậy hết 250k 2 người ăn quả ổn_áp lại gần hồ gươm với tạ hiện chứ,đồ ngon giá hợp túi_tiền bàn đứng dậy 250k 2 ổn_áp hồ gươm tạ hiện
"Mình chỉ đến đây khi nào bám càng anh trai đi nhậu nhẹt dô dô cùng các bạn, hoặc có lần bố mình cũng lôi đi , bảo đến mà diệt mồi con ạ :))) Nói chung đứng trên phương diện một đứa uống một cốc bia là chân trái chân phải lẫn lộn như mình mà phán thì bia ở đây kiểu ngon thật )) lâu lâu mới bị đắng nhá, mà có vẻ là không bị kiểu khách uống thừa xong đổ vào ca to xong cho sục khí để khách sau uống tiếp đâu nhé )) *mình tận mắt thấy người ta đổ đi mà* :""> nói chung uống ở mấy nơi như này vẫn an tâm hơn vỉa hè kiểu Ta Hiện .___. vui thì có vui thật nhưng mà vô cùng lo lắng về chất lượng và vệ sinh an toàn thực phầm khụ khụ
Hơn nữa đồ ăn ở đây cũng đa dạng và được cái vừa ngon trông lại vừa hấp dẫn nữa :x Nhân viên phục vụ nhanh nhẹn nhưng khá lạnh lùng :)) thôi chả cần >:))
Giá cả thì mình không rõ vì đến đây như đã kể toàn kiểu theo đuôi nên chưa bao giờ trông thấy bill luôn :)) nhưng anh mình bảo cũng không rẻ, ổng cũng nói luông cả lũ đi đông nên giá thế là cũng oke rồi hè hè",1,mình chỉ đến đây khi nào bám_càng anh_trai đi nhậu nhẹt dô dô cùng các bạn hoặc có lần bố mình cũng lôi đi bảo đến mà diệt mồi con ạ nói_chung đứng trên phương_diện một đứa uống một cốc bia là chân trái chân phải lẫn_lộn như mình mà phán thì bia ở đây kiểu ngon thật lâu_lâu mới bị đắng nhá mà có vẻ là không bị kiểu khách uống thừa xong đổ vào ca to xong cho sục khí để khách sau uống tiếp đâu nhé mình tận_mắt thấy người_ta đổ đi mà nói_chung uống ở mấy nơi như này vẫn an_tâm hơn vỉa_hè kiểu ta hiện ___ vui thì có vui thật nhưng mà vô_cùng lo_lắng về chất_lượng và vệ_sinh an_toàn thực phầm khụ khụ hơn nữa đồ ăn_ở đây cũng đa_dạng và được cái vừa ngon trông lại vừa hấp_dẫn nữa x nhân_viên phục_vụ nhanh_nhẹn nhưng khá lạnh_lùng thôi chả cần giá_cả thì mình không rõ vì đến đây như đã kể toàn kiểu theo_đuôi nên chưa bao_giờ trông thấy bill luôn nhưng anh mình bảo cũng không rẻ ổng cũng nói luông cả lũ đi đông nên giá thế_là cũng ok rồi hè hè,bám_càng anh_trai đi nhậu nhẹt dô dô bố lôi đi bảo diệt mồi đứng phương_diện đứa uống cốc bia chân trái chân lẫn_lộn phán bia kiểu ngon đắng nhá vẻ không kiểu uống thừa xong đổ ca to xong sục khí uống tiếp tận_mắt người_ta đổ đi uống mấy an_tâm vỉa_hè kiểu ta hiện ___ vui vui nhưng vô_cùng lo_lắng chất_lượng vệ_sinh an_toàn thực phầm khụ khụ đồ ăn_ở đa_dạng ngon trông hấp_dẫn x nhân_viên phục_vụ nhanh_nhẹn nhưng lạnh_lùng chả giá_cả không toàn kiểu theo_đuôi chưa trông bill nhưng bảo không rẻ luông lũ đi đông giá ok hè hè
Quán này thông đồng với bọn trộm để ăn cắp xe sang của khách đến đây uống sinh tố. Chủ quán hiện đang vỡ nợ và thèm tiền nên sẽ không từ thủ đoạn nào cả. Mọi người cần tránh xa,0,quán này thông_đồng với bọn trộm để ăn_cắp xe sang của khách đến đây uống sinh_tố chủ quán hiện đang vỡ_nợ và thèm tiền nên sẽ không từ thủ_đoạn nào cả mọi người cần tránh xa,quán thông_đồng bọn trộm ăn_cắp xe uống sinh_tố chủ quán hiện vỡ_nợ thèm tiền không thủ_đoạn
"Nhân viên hay tụ tập chửi bới, nói tục, gây ồn ào sau 9-10h tối. Tôi đã liên hệ với nhiều đời quản lý nhưng tình trạng không giải quyết dứt điểm.",0,nhân_viên hay tụ_tập chửi_bới nói_tục gây ồn_ào sau 9 10h tối tôi đã liên_hệ với nhiều đời quản_lý nhưng tình_trạng không giải_quyết dứt_điểm,nhân_viên tụ_tập chửi_bới nói_tục ồn_ào 9 10h tối liên_hệ đời quản_lý nhưng không giải_quyết dứt_điểm
"Trời mưa xog mát mẻ thèm bát chè. 
Rủ bạn đi ăn. 
Chè ngon, đầy đặn giá hợp lí. Nước ổi size lớn uống mát.
Sẽ còn quay lại.",1,trời mưa xog mát_mẻ thèm bát chè rủ bạn đi ăn chè ngon đầy_đặn giá hợp_lí nước ổi size lớn uống mát sẽ còn quay lại,trời mưa xog mát_mẻ thèm bát chè rủ đi chè ngon đầy_đặn giá hợp_lí ổi size uống mát
"Đến nơi mình phải hỏi vài lần về chỗ để xe/ chỗ ngồi/ order ở đâu, xong về lại phải hỏi thanh toán chỗ nào.
Mấy cô chú kiểu khá uể oải và hay quên order, hỏi lại mỗi bàn ăn gì phải 3-4 lượt.

Thứ tự ra đồ cũng lung tung vì họ ko nhớ đc bàn nào order trước/ sau. Nói chung ngồi đợi 15-20' là chuyện bthuong.

Mình nghe nói đồ ăn rẻ, nhưng giá vậy là bình thường.
Chất lượng đồ ăn ko tương xứng với giá.
- Cút lộn xào me vị ngọt lờ lợ, ko chua cũng ko cảm nhận được mùi me. Lại có cả lạc rang ko hợp vị/ át cả vị cút lộn.
- Nem rán quá nhiều bột chiên xù, ngấm mỡ, ăn nhanh ngấy và ko rõ vị nem.
- Ốc luộc ko có gì đặc sắc, nước chấm bình thường, khá cay.

Chắc chắn mình sẽ ko quay lại.",0,đến nơi mình phải hỏi vài lần về chỗ để xe chỗ ngồi order ở đâu xong về lại phải hỏi thanh_toán chỗ nào mấy cô chú kiểu khá uể_oải và hay quên order hỏi lại mỗi bàn ăn gì phải 3 4 lượt thứ tự ra đồ cũng lung_tung vì họ không nhớ được bàn nào order trước_sau nói_chung ngồi đợi 15 20 là chuyện bthuong mình nghe nói đồ ăn rẻ nhưng giá vậy là bình_thường chất_lượng đồ ăn_không tương_xứng với giá cút lộn xào me vị ngọt lờ_lợ không chua cũng không cảm_nhận được mùi me lại có cả lạc rang không hợp vị át cả vị cút lộn nem_rán quá nhiều bột chiên xù ngấm mỡ ăn nhanh ngấy và không rõ vị nem ốc luộc không có gì đặc_sắc nước_chấm bình_thường khá cay chắc_chắn mình sẽ không quay lại,chỗ xe chỗ order xong thanh_toán chỗ mấy kiểu uể_oải quên order bàn 3 4 lượt đồ lung_tung không bàn order đợi 15 20 bthuong đồ rẻ nhưng giá bình_thường chất_lượng đồ ăn_không tương_xứng giá cút lộn xào me vị lờ_lợ không chua không cảm_nhận mùi me lạc rang không hợp vị át vị cút lộn nem_rán quá bột chiên xù ngấm mỡ ngấy không vị nem ốc luộc không đặc_sắc nước_chấm bình_thường cay không
"Xem rv foody thấy ok quá nên hí hửng phóng từ nguyễn trãi hà đông về. Tưởng gì mà hoá ra gỉ tường.. Mình gọi 1 mì tim và một suất tim cật riêng cũng 35k. Nước mì tim vì có thêm mì nên mặn hơn 1 xíu, còn nước của suất tim kia thì thật sự rất nhạt hay tệ hơn là nhạt như nước ốc. Tuy không đông lắm nhưng chỗ ngồi khá chật, cá nhân mình không được thoải mái lắm. Thêm nữa là thái độ của chủ hàng rất tốt nhưng nhân viên lại hơi thái độ. Khá thất vọng và sẽ không quay lại!",0,xem rv foody thấy ok quá nên hí_hửng phóng từ nguyễn trãi hà đông về tưởng gì mà hoá_ra gỉ tường mình gọi 1 mì tim và một suất tim cật riêng cũng 35k nước mì tim vì có thêm mì nên mặn hơn 1 xíu còn nước của suất tim kia thì thật_sự rất nhạt hay tệ hơn là nhạt như nước ốc tuy không đông lắm nhưng chỗ ngồi khá chật cá_nhân mình không được thoải_mái lắm thêm nữa là thái_độ của chủ hàng rất tốt nhưng nhân_viên lại hơi thái_độ khá thất_vọng và sẽ không quay lại,rv foody ok quá hí_hửng phóng nguyễn trãi hà đông tưởng hoá_ra gỉ tường gọi 1 mì tim suất tim cật 35k mì tim mì mặn 1 xíu suất tim kia rất nhạt tệ nhạt ốc không đông lắm nhưng chỗ chật không thoải_mái lắm thái_độ chủ hàng rất nhưng nhân_viên hơi thái_độ thất_vọng không
