Comment,Rating,PhoBERT_Text,SVM_Text
S?a bí d? k có tí s?a nào ??,0,s?a bí_d? không có tí s?a nào,s?a bí_d? không tí s?a
"Nay mình g?i 1 xu?t bún tr?n nem th?t heo
Mà nem b? chua bên trong.
Ko dám an mi?ng t2 s? dau b?ng :(
V?i 50k c? ship mà an dc 1 mi?ng th?y chán wa’",0,nay mình g?i 1 xu?t bún tr?n nem th?t heo mà nem b? chua bên trong không dám an mi?ng t2 s? dau b?ng v?i 50k c? ship mà an du?c 1 mi?ng th?y chán wa,g?i 1 xu?t bún tr?n nem th?t heo nem chua không dám mi?ng t2 s? dau b?ng 50k ship 1 mi?ng chán wa
Quán d? an lèo tèo d?c bi?t là n?i l?u 400k có dúng 4 con tôm và 5 mi?ng bò m?ng. Th? dúng 1 lu?t thì h?t d?. Món an thì ch? là nguyên li?u x?p lên xong cho bát nu?c m?m ch?m vào ch? ko ph?i u?p x?t nhu nh?ng quán Thái dúng di?u . Hoá don hon 1 c? mà không an du?c 1 món ra h?n th?m chí cung ko no. Ti?n an thì không ti?c nhung dây là quán d? Thái t? nh?t t? tru?c d?n gi? . KHUY?N CÁO CÁC B?N KO NÊN AN TH? M?T TI?N OAN ??,0,quán d? an lèo_tèo d?c_bi?t là n?i l?u 400k có dúng 4 con tôm và 5 mi?ng bò m?ng th? dúng 1 lu?t thì h?t d? món an thì ch? là nguyên_li?u x?p lên xong cho bát nu?c_m?m ch?m vào ch? không ph?i u?p x?t nhu nh?ng quán thái dúng di?u hoá_don hon 1 c? mà không an du?c 1 món ra_h?n th?m_chí cung không no ti?n an thì không ti?c nhung dây là quán d? thái t? nh?t t? tru?c d?n gi? khuy?n_cáo các b?n không nên an th? m?t ti?n oan,quán d? lèo_tèo n?i l?u 400k 4 tôm 5 mi?ng bò m?ng th? 1 lu?t d? món nguyên_li?u x?p xong bát nu?c_m?m ch?m không u?p x?t quán thái di?u hoá_don 1 c? không 1 món ra_h?n không no ti?n không ti?c nhung quán d? thái t? khuy?n_cáo không th? ti?n oan
"- không gian: view các th? mình th?y bt thôi, du?c cái nhìn ra h? guom v?i thoáng mát. Th?t ra cây che nhi?u l?m nên không khí mình th?y không du?c m? l?m. N?m g?n h? nên có m?y con mu?i d?t.
- d? u?ng: hình nhu d? u?ng ? dây tính c? giá view n?a. U?ng cung bt thôi. Ch? có gì d?c bi?t
- giá c?: c?c sinh t? 85k, c?c nu?c chanh 55k
- ph?c v?: g?i mãi m?i ra
-",1,không_gian view các th? mình th?y bt thôi du?c cái nhìn ra h? guom v?i thoáng mát th?t_ra cây che nhi?u l?m nên không_khí mình th?y không du?c m? l?m n?m g?n h? nên có m?y con mu?i d?t d? u?ng hình_nhu d? u?ng ? dây tính c? giá view n?a u?ng cung bt thôi ch? có gì d?c_bi?t giá_c? c?c sinh_t? 85k c?c nu?c chanh 55k ph?c_v? g?i mãi m?i ra,không_gian view bt h? guom thoáng mát che l?m không_khí không l?m n?m h? m?y mu?i d?t d? u?ng hình_nhu d? u?ng giá view u?ng bt ch? giá_c? c?c sinh_t? 85k c?c chanh 55k ph?c_v? g?i mãi
"- di?u d?u tiên ph?i nói m?t thi?n c?m là dang an thì mình th?y nguyên m?t s?i tóc dài trong ph?n trân châu du?ng den > m?t di?m v? sinh
- ch?t lu?ng bánh thì, c?t bánh x?p, m?m ?m nói chung ok
Còn v? kem bánh thì không gi?ng nhu mô t?. Quán ghi có hai l?p kem: 1 cheese 1 trà nhung mình th?y m?i l?p kem trà htoan không có v? chée. V?i v? trà s?a c?a kem gi?ng h?t v? trà s?a nestle dóng gói...
Ðu?c m?i cái nhi?u trân châu, trân châu m?m d?o mà trong trân châu l?i có tóc ??",0,di?u d?u_tiên ph?i nói m?t thi?n_c?m là dang an thì mình th?y nguyên m?t s?i tóc dài trong ph?n trân_châu du?ng den m?t di?m v?_sinh ch?t_lu?ng bánh thì c?t bánh x?p m?m ?m nói_chung ok còn v? kem bánh thì không gi?ng nhu mô_t? quán ghi có hai l?p kem 1 cheese 1 trà nhung mình th?y m?i l?p kem trà htoan không có v? chée v?i v? trà s?a c?a kem gi?ng_h?t v? trà s?a nestle dóng_gói du?c m?i cái nhi?u trân_châu trân_châu m?m_d?o mà trong trân_châu l?i có tóc,thi?n_c?m nguyên s?i tóc trân_châu du?ng den v?_sinh ch?t_lu?ng bánh c?t bánh x?p m?m ?m ok kem bánh không mô_t? quán ghi hai l?p kem 1 cheese 1 trà nhung l?p kem trà htoan không v? chée v? trà s?a kem gi?ng_h?t v? trà s?a nestle dóng_gói trân_châu trân_châu m?m_d?o trân_châu tóc
"Oder 2 chai nu?c ép C?n tây Chanh Dua Leo, Quên ko note quán ko cho du?ng, nhung quán ko cho du?ng,dóng d? s?ch s?,  u?ng r?t ngon. Luu quán này l?i.",1,oder 2 chai nu?c ép c?n_tây chanh dua_leo quên không note quán không cho du?ng nhung quán không cho du?ng dóng d? s?ch_s? u?ng r?t ngon luu quán này l?i,oder 2 chai ép c?n_tây chanh dua_leo quên không note quán không du?ng nhung quán không du?ng dóng d? s?ch_s? u?ng r?t ngon luu quán
"?n tu?ng d?u tiên là quán dèn m? quá )) không ph?i ki?u ?m cúng mà dèn m? th?c s? :)) chua k? c? có khách vào là nhân viên l?i dua cho m?t b? bài,nhu m?t cái sòng luôn :)) nhà nhà t?n nhau,ngu?i ngu?i t?n nhau :)) d? u?ng bình thu?ng,d? an bình thu?ng,hôm mình di là d?u t?t n?a nên g?n nhu là g?i cái gì cung không có.bimbim d?t quá,10k/gói bé tí teo ._. s? quay l?i d? choi bài ,có không khí c? b?c thích l?m (y) )))",0,?n_tu?ng d?u_tiên là quán dèn m? quá không ph?i ki?u ?m_cúng mà dèn m? th?c_s? chua k? c? có khách vào là nhân_viên l?i dua cho m?t b? bài nhu m?t cái sòng luôn nhà_nhà t?n nhau ngu?i ngu?i t?n nhau d? u?ng bình_thu?ng d? an bình_thu?ng hôm mình di là d?u t?t n?a nên g?n nhu là g?i cái gì cung không có bimbim d?t quá 10k gói bé tí_teo _ s? quay l?i d? choi bài có không_khí c?_b?c thích l?m y,?n_tu?ng quán dèn m? quá không ki?u ?m_cúng dèn m? chua nhân_viên sòng nhà_nhà d? u?ng bình_thu?ng d? bình_thu?ng hôm di d?u t?t g?i không bimbim d?t quá 10k gói bé tí_teo _ không_khí c?_b?c l?m y
"G?i bát xanh 40k 
Mi?ng ti?t v? bé tí, th?t m?ng, thêm 2 viên th?t 
Rau thì h?ng lá úa ?? 
K b?ng bát 35k ? ng? uy?n",0,g?i bát xanh 40k mi?ng ti?t v? bé tí th?t m?ng thêm 2 viên th?t rau thì h?ng lá úa không b?ng bát 35k ? ng? uy?n,g?i bát xanh 40k mi?ng ti?t v? bé tí th?t m?ng 2 viên th?t rau h?ng lá úa không bát 35k ng? uy?n
"Quán thay h?p mang v?, an ti?n hon. H?p c?ng cáp. Nu?c dùng nóng và an v?n r?t ngon.  Thích an BÚn hs ? dây nh?t.
Nhung cho hoi ít rau s?ng ? huhu",1,quán thay h?p mang v? an ti?n hon h?p c?ng_cáp nu?c_dùng nóng và an v?n r?t ngon thích an bún hs ? dây nh?t nhung cho hoi ít rau_s?ng ? huhu,quán thay h?p ti?n h?p c?ng_cáp nu?c_dùng nóng r?t ngon bún hs nhung hoi rau_s?ng huhu
"Tru?c dây mình khá thích d? an ? dây, nhung vào 2 l?n g?n dây nh?t, mình c?m th?y nhà hàng nhu b? thi?u nguyên li?u v?y, vì h? b?t d?u ph?c v? c? và ph?n lung c?a con v?t. Mình ngó qua 2 bàn bên c?nh cx g?i món nhu này và th?y nhà hàng ph?c v? h? ph?n nhi?u th?t hon (ch?c h? nghi mình thích nhai xuong). dù sao thì huong v? v?n ?n, nhung trong lúc an b?n mình l?i u?c là dã d?n m?t nhà hàng khác. Canh mang an v?n nhu m?i khi, nhung có v? nhu nh?t hon. L?n tru?c thì mang dc c?t thành mi?ng nh? v?a an còn l?n này mi?ng to quá. Xôi v?t v?n ngon nhu m?i khi.",1,tru?c dây mình khá thích d? an_? dây nhung vào 2 l?n g?n dây nh?t mình c?m_th?y nhà_hàng nhu b? thi?u nguyên_li?u v?y vì h? b?t_d?u ph?c_v? c? và ph?n lung c?a con v?t mình ngó qua 2 bàn bên c?nh cx g?i món nhu này và th?y nhà_hàng_ph?c_v? h? ph?n_nhi?u th?t hon ch?c h? nghi mình thích nhai xuong dù_sao thì huong_v? v?n ?n nhung trong lúc an b?n mình l?i u?c là dã d?n m?t nhà_hàng khác canh mang an v?n nhu m?i khi nhung có v? nhu nh?t hon l?n tru?c thì mang du?c c?t thành mi?ng nh? v?a an còn l?n này mi?ng to quá xôi v?t v?n ngon nhu m?i_khi,d? an_? nhung 2 nhà_hàng nguyên_li?u ph?c_v? c? lung v?t ngó 2 bàn c?nh cx g?i món nhà_hàng_ph?c_v? th?t nhai xuong huong_v? ?n nhung b?n u?c nhà_hàng canh mang nhung v? nh?t mang c?t thành mi?ng mi?ng to quá xôi v?t ngon
Hình ?nh ch? mang tính ch?t minh ho? ??,0,hình_?nh ch? mang tính_ch?t minh_ho?,hình_?nh tính_ch?t minh_ho?
"M? gà ? dây an ngon không chê dâu du?c, th?t gà mình an là gà den. Dù dã an nhi?u l?n r?i và th?y quán v?n d?m b?o duy trì huong v? khá ?n.",1,m? gà ? dây an ngon không chê dâu du?c th?t gà mình an là gà den dù dã an nhi?u l?n r?i và th?y quán v?n d?m_b?o duy_trì huong_v? khá ?n,m? gà ngon không chê th?t gà gà den quán duy_trì huong_v? ?n
"Mình có g?i combo 2 ngu?i ? dây thì du?c 2 com gà kèm 1 n?m gà xé. Ghi là gà xé nhung gà con nguyên xuong cánh ph?i c?m và g?m khi an n?m; v? cung không nhon.
Com gà cung chán.
Giá c? thì là giá chung r?i nhung mà ch?t lu?ng ko x?ng dáng giá ti?n.",0,mình có g?i combo 2 ngu?i ? dây thì du?c 2 com gà kèm 1 n?m gà xé ghi là gà xé nhung gà con nguyên xuong cánh ph?i c?m và g?m khi an n?m v? cung không nhon com gà cung chán giá_c? thì là giá chung r?i nhung mà ch?t_lu?ng không x?ng_dáng_giá ti?n,g?i combo 2 2 com gà kèm 1 n?m gà xé ghi gà xé nhung gà nguyên xuong cánh c?m g?m n?m v? không nhon com gà chán giá_c? giá nhung ch?t_lu?ng không x?ng_dáng_giá ti?n
"Sáng nay g?i xu?t mi?n luon tr?n mà trong xu?t có cái này, không dám an n?a luôn.",0,sáng nay g?i xu?t mi?n luon tr?n mà trong xu?t có cái này không dám an n?a luôn,g?i xu?t mi?n luon tr?n xu?t không dám
"Mình ko bàn d?n các th? khác mình ch? mu?n nói d?n là thái d? nhân viên***t?m 17h khi?n mình khó ch?u. Mình không bi?t b?n ?y m?y tu?i, nhung mình doán là ít hon tu?i mình. Ho?c cùng l?m là t?m tu?i mình nên mình l?ch s? xung b?n. V?y mà b?n ?y l?i xung ch? g?i em v?i khách hàng. Trong khi nhìn mình thì tr? con gì n?a dâu. N?u b?n nào làm d?ch v? ch?c cung bi?t trong giao ti?p v?i khách hàng dó là di?u c?m k? tr? khi nhìn ngo?i hình có s? cách bi?t v? tu?i tác rõ r?t. Xung h? nhu v?y th?c s? r?t thi?u l?ch s? !",0,mình không bàn d?n các th? khác mình ch? mu?n nói d?n là thái_d? nhân_viên t?m 17h khi?n mình khó_ch?u mình không bi?t b?n ?y m?y tu?i nhung mình doán là ít hon tu?i mình ho?c cùng l?m là t?m tu?i mình nên mình l?ch_s? xung b?n v?y mà b?n ?y l?i xung ch? g?i em v?i khách_hàng trong khi nhìn mình thì tr?_con gì n?a dâu n?u b?n nào làm d?ch_v? ch?c cung bi?t trong giao_ti?p v?i khách_hàng dó là di?u c?m_k? tr? khi nhìn ngo?i_hình có s? cách_bi?t v? tu?i_tác rõ_r?t xung h? nhu_v?y th?c_s? r?t thi?u l?ch_s?,không bàn thái_d? nhân_viên t?m 17h khó_ch?u không m?y nhung doán l?m t?m l?ch_s? xung xung g?i khách_hàng tr?_con d?ch_v? giao_ti?p khách_hàng c?m_k? tr? ngo?i_hình cách_bi?t tu?i_tác rõ_r?t xung h? r?t l?ch_s?
Ð? u?ng ngon nhung giá hoi d?t. Bù l?i du?c cái view s?ng ?o khá d?p. M?i ngu?i nên ghé th? 1 l?n!,0,d? u?ng ngon nhung giá hoi d?t bù l?i du?c cái view s?ng ?o khá d?p m?i ngu?i nên ghé th? 1 l?n,d? u?ng ngon nhung giá hoi d?t bù view s?ng ?o d?p ghé th? 1
"Ðây là quán ph?i nói là yêu thích c?a mình luôn. Lúc nào qua mình cung ohair r? vào an m?i du?c. Quán n?m nay m?t du?ng t? d?i h?c y trông sang. Quán khá r?ng không gian khá m?t m? và s?ch s?. Quán này có lâu l?m r?i theo nhu anh mình k? l?i. NChú ch? r?t ni?m m?. H? làm nhanh d? nhanh l?m nên ch?ng ph?i ch? lâu . Chè th?p c?m ? dây ngon ls nha nên d?n dây m?i ngu?i nên th?. Vì là quán sinh viên nên giá c? ph?i chang l?i còn nhi?u d? n?a. Ngoài các lo?i chè còn có các lo?i s?a chua, d? an v?t thông thu?ng nhu xích xích nem n?a nhé",1,dây là quán ph?i nói là yêu thích c?a mình luôn lúc_nào qua mình cung ohair r? vào an m?i du?c quán n?m nay m?t_du?ng t? d?i_h?c y trông sang quán khá r?ng không_gian khá m?t m? và s?ch_s? quán này có lâu l?m r?i theo nhu anh mình k? l?i nchú ch? r?t ni?m m? h? làm nhanh d? nhanh l?m nên ch?ng ph?i ch? lâu chè th?p_c?m ? dây ngon ls nha nên d?n dây m?i ngu?i nên th? vì là quán sinh_viên nên giá_c? ph?i_chang l?i còn nhi?u d? n?a ngoài các lo?i chè còn có các lo?i s?a_chua d? an v?t thông_thu?ng nhu xích xích nem n?a nhé,quán yêu ohair r? du?c quán n?m m?t_du?ng d?i_h?c y trông quán r?ng không_gian m?t m? s?ch_s? quán l?m nchú ch? r?t ni?m d? l?m ch?ng ch? chè th?p_c?m ngon ls nha th? quán sinh_viên giá_c? d? chè s?a_chua d? v?t thông_thu?ng xích xích nem
"Hôm nay mình g?i bún ch? Sinh t? ? nguy?n khuy?n, g?i van phòng 11 su?t bún ch? cho c? phòng, 2 su?t nem,  ?n tu?ng d?u tiên  là h?p quá b?n, m? ra thì ko dua( g?i van phòng không có dua thì ch? l? an b?c?), làm mình phát ng?i v?i m?i ngu?i ,  g?i l?i cho quán thì quán b?o ph?i báo tru?c cho dua, mình có góp ý thì ch? ch? thái d? và t?t r?p máy. N?u không ph?i thuong anh grab thì mình ch?c ch?n không  nh?n hàng, an khô , nu?ng cháy( nhu hình) , nhi?u mì chính , M?T L?N TR?I NGHI?M VÀ MÃI MÃI KHÔNG QUAY L?I !!!!!!",0,hôm_nay mình g?i bún_ch? sinh t? ? nguy?n khuy?n g?i van_phòng 11 su?t bún_ch? cho c? phòng 2 su?t nem ?n_tu?ng d?u_tiên là h?p quá b?n m? ra thì không dua g?i van_phòng không có dua thì ch? l? an b?c làm mình phát ng?i v?i m?i ngu?i g?i l?i cho quán thì quán b?o ph?i báo tru?c cho dua mình có góp_ý thì ch? ch? thái_d? và t?t r?p máy n?u không ph?i thuong anh grab thì mình ch?c_ch?n không nh?n hàng an khô nu?ng cháy nhu hình nhi?u mì_chính m?t l?n tr?i nghi?m và mãi_mãi không quay l?i,hôm_nay g?i bún_ch? sinh nguy?n khuy?n g?i van_phòng 11 su?t bún_ch? phòng 2 su?t nem ?n_tu?ng h?p quá b?n không dua g?i van_phòng không dua ch? l? b?c phát ng?i g?i quán quán b?o báo dua góp_ý ch? thái_d? t?t r?p máy không thuong grab không hàng khô nu?ng cháy hình mì_chính tr?i nghi?m mãi_mãi không
"Ð?c review th?y khen nhi?u nên g?i th?. Ðúng là ngon th?t. Bò s?t tiêu an ngon xu?t s?c, salat d?y d?n, s?t ngon. Ncl r?t ung",1,d?c review th?y khen nhi?u nên g?i th? dúng là ngon th?t bò s?t tiêu an ngon xu?t_s?c salat d?y_d?n s?t ngon ncl r?t ung,d?c review khen g?i th? ngon bò s?t tiêu ngon xu?t_s?c salat d?y_d?n s?t ngon ncl r?t ung
"Cá thái quá to, rán cháy, c?ng, khô.
Nu?c dùng chán, nh?t",0,cá thái_quá to rán cháy c?ng khô nu?c_dùng chán nh?t,cá to rán cháy c?ng khô nu?c_dùng chán nh?t
"Pizza tuoi ngon, giá h?p d?n, d?c bi?t th? 4 và 6 v?i mua 1 t?ng 1. Nên ch?n pizza h?i s?n ho?c s?t teryaki.",1,pizza tuoi ngon giá h?p_d?n d?c_bi?t th? 4 và 6 v?i mua 1 t?ng 1 nên ch?n pizza h?i_s?n ho?c s?t_teryaki,pizza tuoi ngon giá h?p_d?n 4 6 mua 1 t?ng 1 pizza h?i_s?n s?t_teryaki
"Lâu l?m r?i m?i quay l?i quán, v?n 5 ngàn 1 bánh m?n, 2 ngàn 1 bánh ng?t, 15 ngàn là d? ?m b?ng. Quán này v?i quán chè góc d?i di?n hình nhu là cùng 1 nhà, g?m 1 t?p doàn các cô l?n tu?i v?i 2-3 b?n tr? tr? ph? vi?c. Ban d?u thì th?y các cô hoi lãnh d?m v?i khách, t?p trung rán bánh, k? khách h?i. Sau 1 lúc ng?i an t?i ch? thì v?n th?y các cô r?t t? t?n, khách h?i thì ph?i t? t? 1 lúc r cô m?i tr? l?i nhung cách nói chuy?n l?i r?t ân c?n và l?ch s?, nh?t là v?i nh?ng bác khách l?n tu?i. Ng?i trong góc phòng bé bé, an dia bánh m?i rán nóng h?i, v?a nhìn các cô làm bánh v?a nghe cô ch?m ch?m h?i bác khách m?i vào xem bác an bánh ng?t hay bánh m?n. T? nhiên th?y d? ch?u ghê g?m ?y :))",1,lâu l?m r?i m?i quay l?i quán v?n 5 ngàn 1 bánh m?n 2 ngàn 1 bánh ng?t 15 ngàn là d? ?m b?ng quán này v?i quán chè góc d?i_di?n hình_nhu là cùng 1 nhà g?m 1 t?p_doàn các cô l?n_tu?i v?i 2 3 b?n tr? tr? ph? vi?c ban_d?u thì th?y các cô hoi lãnh_d?m v?i khách t?p_trung rán bánh k? khách h?i sau 1 lúc ng?i an t?i_ch? thì v?n th?y các cô r?t t?_t?n khách h?i thì ph?i t? t? 1 lúc r?i cô m?i tr?_l?i nhung cách nói_chuy?n l?i r?t ân_c?n và l?ch_s? nh?t_là v?i nh?ng bác khách l?n_tu?i ng?i trong góc phòng bé bé an dia bánh m?i rán nóng_h?i v?a nhìn các cô làm bánh v?a nghe cô ch?m_ch?m h?i bác khách m?i vào xem bác an bánh ng?t hay bánh m?n t?_nhiên th?y d?_ch?u ghê_g?m ?y,l?m quán 5 ngàn 1 bánh m?n 2 ngàn 1 bánh 15 ngàn ?m b?ng quán quán chè góc d?i_di?n hình_nhu 1 1 t?p_doàn l?n_tu?i 2 3 tr? tr? ph? ban_d?u hoi lãnh_d?m rán bánh k? 1 t?i_ch? r?t t?_t?n 1 tr?_l?i nhung nói_chuy?n r?t ân_c?n l?ch_s? l?n_tu?i góc phòng bé bé dia bánh rán nóng_h?i bánh ch?m_ch?m bánh bánh m?n t?_nhiên d?_ch?u ghê_g?m
"Ðã an 2 l?n r?i, th?y menu nhi?u món quá mà ch?c quay l?i vài l?n n?a m?i th? dc h?t menu. Nhân viên cham sóc khách c?c t?t, nhà hàng l?ch s?. Món ngon - không gian d?p, nói chung là ?n áp ok la??
Giá kho?ng 55-150k 1 món trung bình, vài món thì 2-400k nhung nhi?u an k h?t??
Tr?i nghi?m ?n và s? quay l?i n?u có ngu?i m?i :v :v",1,dã an 2 l?n r?i th?y menu nhi?u món quá mà ch?c quay l?i vài l?n n?a m?i th? du?c h?t menu nhân_viên cham_sóc khách c?c t?t nhà_hàng l?ch_s? món ngon không_gian d?p nói_chung là ?n_áp ok la giá kho?ng 55 150k 1 món trung_bình vài món thì 2 400k nhung nhi?u an không h?t tr?i nghi?m ?n và s? quay l?i n?u có ngu?i m?i v v,2 menu món quá th? menu nhân_viên cham_sóc c?c nhà_hàng l?ch_s? món ngon không_gian d?p ?n_áp ok la giá 55 150k 1 món trung_bình món 2 400k nhung không tr?i nghi?m ?n m?i v v
"Mình g?i d? trên now ship d?n quá mu?n, g?n 45' m?i có d? an. Com cu?n 65k dc 1/2 cu?n thu?ng 1/2 cu?n chiên. Gà xào toi ph? pho mai du?c 3-4 mi?ng gà l? t?. Tok ch? cá du?c 2 mi?ng ch? cá, còn l?i da s? là b?p c?i nh?t nh?o, nu?c s?t loãng. Ðon hàng hon 230k chua gi?m giá mà an không dáng 1 tí nào, không bi?t có ph?i t? up giá lên r?i cho code sale hay không!! K bao gi? g?i l?i.",0,mình g?i d? trên now ship d?n quá mu?n g?n 45 m?i có d? an com cu?n 65k du?c 1 2 cu?n thu?ng 1 2 cu?n chiên gà xào toi ph? pho mai du?c 3 4 mi?ng gà l?_t? tok ch? cá du?c 2 mi?ng ch? cá còn l?i da_s? là b?p_c?i nh?t_nh?o nu?c s?t loãng don hàng hon 230k chua gi?m_giá mà an_không dáng 1 tí nào không bi?t có ph?i t? up giá lên r?i cho code sale hay không không bao_gi? g?i l?i,g?i d? now ship quá mu?n 45 d? com cu?n 65k 1 2 cu?n 1 2 cu?n chiên gà xào toi ph? mai 3 4 mi?ng gà l?_t? tok ch? cá 2 mi?ng ch? cá da_s? b?p_c?i nh?t_nh?o s?t loãng don hàng 230k chua gi?m_giá an_không 1 tí không up giá code sale không không g?i
Quán trang trí d?p. Ngo?i tr? nu?c m? udon hoi m?n ra thì các d? an d?u r?t ngon v?a mi?ng. Bill 2 ng h?t 600k là no cang r?n,1,quán trang_trí d?p ngo?i_tr? nu?c m? udon hoi m?n ra thì các d? an d?u r?t ngon v?a_mi?ng bill 2 ng h?t 600k là no_cang_r?n,quán trang_trí d?p ngo?i_tr? m? udon hoi m?n d? r?t ngon v?a_mi?ng bill 2 ng 600k no_cang_r?n
"V? trí: con du?ng Nguy?n Khang d?y quán cà phê nh? s?ng và karoke, g4u cung d? tìm ph?t
Nu?c u?ng thì ph?i x?p vào d?ng d?t d?, toàn t? 90- 100k cho m?t d? u?ng pha ch?, có bia và nu?c dóng chai thì có r? hon nhung m?t lon 7up cung là 50k r?i, bia cung t?m th?
Nh?c nh?o thì chán l?m, thu m?y quán nh?c s?ng ? HN nhi?u, hát ít bài l?m ch? y?u giao luu v?i khán gi? là chính ý, nói chung không dã tai m?y.
L?n sau ch?c tìm quán nh?c s?ng nào ch?t lu?ng mà giá ph?i chang hon tí hihi",1,v?_trí con du?ng nguy?n khang d?y quán cà_phê nh? s?ng và karoke g4u cung d? tìm ph?t nu?c u?ng thì ph?i x?p vào d?ng d?t_d? toàn t? 90 100k cho m?t d? u?ng pha_ch? có bia và nu?c dóng_chai thì có r? hon nhung m?t lon 7up cung là 50k r?i bia cung t?m th? nh?c nh?o thì chán l?m thu m?y quán nh?c_s?ng ? hn nhi?u hát ít bài l?m ch?_y?u giao_luu v?i khán_gi? là chính ý nói_chung không dã tai m?y l?n sau ch?c tìm quán nh?c_s?ng nào ch?t_lu?ng mà giá ph?i_chang hon tí hihi,du?ng nguy?n khang quán cà_phê nh? s?ng karoke g4u ph?t u?ng x?p d?ng d?t_d? toàn 90 100k d? u?ng pha_ch? bia dóng_chai r? nhung lon 7up 50k bia t?m nh?c nh?o chán l?m thu m?y quán nh?c_s?ng hn hát l?m ch?_y?u giao_luu khán_gi? không tai m?y quán nh?c_s?ng ch?t_lu?ng giá tí hihi
"An t? h?i c?p 3...m?i vô sg s?ng 3 nam l?n này ra an d?n b?n b? ra an mà th?y chán vô cùng t? d? an d?n cách ph?c v?, d?n bu?i chi?u có 2 anh ch? kêu vào trong ng?i b?n mình mu?n ng?i ngoài, ch? kia nói ko dc t? thái d? luôn, mang nem nu?c ra thái d? xin thêm tuong ?t ngo?nh dít di luôn, nói m?y l?n cung ko cho, m?y d?a d? mang v? nhà...c?ch luôn nhé sang em Thuý an",0,an t? h?i c?p 3 m?i vô sg s?ng 3 nam l?n này ra an d?n b?n b? ra an mà th?y chán vô_cùng t? d? an d?n cách ph?c_v? d?n bu?i chi?u có 2 anh_ch? kêu vào trong ng?i b?n mình mu?n ng?i ngoài ch? kia nói không du?c t? thái_d? luôn mang nem nu?c ra thái_d? xin thêm tuong_?t ngo?nh dít di luôn nói m?y l?n cung không cho m?y d?a d? mang v? nhà c?ch luôn nhé sang em thuý an,h?i 3 vô sg s?ng 3 b? chán vô_cùng d? ph?c_v? chi?u 2 anh_ch? kêu b?n kia không t? thái_d? nem thái_d? tuong_?t ngo?nh dít di m?y không m?y d?a d? c?ch thuý
"Bún cá ch?m thom ngon cá chiên giòn 1 ph?n d?y cá an no b?ng luôn ?y ch?, quán cung s?ch s? ng?i thoáng dãng",1,bún cá ch?m thom ngon cá_chiên giòn 1 ph?n d?y cá an no b?ng luôn ?y ch? quán cung s?ch_s? ng?i thoáng_dãng,bún cá ch?m thom ngon cá_chiên giòn 1 cá no b?ng quán s?ch_s? thoáng_dãng
"Qua tru?ng cu c?a ny nên vô dây ng?i choi. Quán ? t?ng 2, không gian khá r?ng và yên tinh. Có c? giá sách ng?i d?c và nhâm nhi th?c u?ng. B?n nào k thích có th? ng?i g?n c?a kính ng?m du?ng ph? cung thú v? l?m. Ð? u?ng da d?ng, pha ch? ngon, nhi?u và giá c? ph?i chang",1,qua tru?ng cu c?a ny nên vô dây ng?i choi quán ? t?ng 2 không_gian khá r?ng và yên_tinh có c? giá sách ng?i d?c và nhâm_nhi th?c u?ng b?n nào không thích có_th? ng?i g?n c?a_kính ng?m du?ng_ph? cung thú_v? l?m d? u?ng da_d?ng pha_ch? ngon nhi?u và giá_c? ph?i_chang,tru?ng cu ny vô quán t?ng 2 không_gian r?ng yên_tinh giá sách d?c nhâm_nhi th?c u?ng không c?a_kính ng?m du?ng_ph? thú_v? l?m d? u?ng da_d?ng pha_ch? ngon giá_c?
"Th?y có 2 quán ném nu?ng g?n nhau, vào an th? c? 2 bên thì th?y quán này ngonn ???? 
Ð? an: nem an ngon hon h?n không b? khô, nu?c ch?m cung ngon
Nhân viên: không nhi?t tình m?i, th?y khách vào k th?y h?i gì c?. Nhung du?c cái lúc an u?ng g?i cái gì cung có r?t nhanh, nhi?t tình m?c dù mình xin n l?n nu?c ch?m ??
anh ch? ? dây r?t thân thi?n 
Ch?t là s? quay l?i",1,th?y có 2 quán ném nu?ng g?n nhau vào an th? c? 2 bên thì th?y quán này ngonn d? an nem an ngon hon h?n không b? khô nu?c_ch?m cung ngon nhân_viên không nhi?t_tình m?i th?y khách vào không th?y h?i gì c? nhung du?c cái lúc an_u?ng g?i cái gì cung có r?t nhanh nhi?t_tình m?c_dù mình xin n l?n nu?c_ch?m anh ch? ? dây r?t thân_thi?n ch?t là s? quay l?i,2 quán ném nu?ng th? 2 quán ngonn d? nem ngon h?n không khô nu?c_ch?m ngon nhân_viên không nhi?t_tình m?i không nhung an_u?ng g?i r?t nhi?t_tình m?c_dù n nu?c_ch?m ch? r?t thân_thi?n ch?t
"Ð? an ngon, dóng gói c?n th?n, d?y d? rau ?t s?ch s?, shipper thân thi?n",1,d? an ngon dóng_gói c?n_th?n d?y_d? rau ?t s?ch_s? shipper thân_thi?n,d? ngon dóng_gói c?n_th?n d?y_d? rau ?t s?ch_s? shipper thân_thi?n
"An chán th?t s? luôn, com n?u nát ko chín k?, su?n l?c v? luôn nhé :)) hihi Không bao gi? quay l?i ??",0,an chán th?t_s? luôn com n?u nát không chín k? su?n l?c v? luôn nhé hihi không bao_gi? quay l?i,chán com n?u nát không chín k? su?n l?c v? hihi không
